user_id,order_idx,skill_id,correct
0,0,1,0
0,1,1,1
0,2,1,1
0,3,1,1
0,4,1,0
0,5,1,0
0,6,1,0
0,7,1,0
0,8,1,1
0,9,1,1
0,10,1,1
0,11,1,1
0,12,1,1
0,13,1,1
0,14,1,0
0,15,1,1
0,16,1,1
0,17,1,1
0,18,1,1
0,19,1,1
0,20,1,1
0,21,1,1
0,22,1,0
0,23,1,1
0,24,1,1
0,25,1,1
0,26,1,0
0,27,1,1
0,28,1,1
0,29,1,0
0,30,1,0
0,31,1,1
0,32,1,1
0,33,1,1
0,34,1,1
0,35,1,1
0,36,1,0
0,37,1,1
0,38,1,0
0,39,31,0
0,40,31,0
0,41,31,1
0,42,31,0
0,43,31,0
0,44,31,1
0,45,31,0
0,46,68,0
0,47,68,0
0,48,68,1
0,49,68,1
0,50,68,0
0,51,68,0
0,52,68,1
0,53,1,1
0,54,1,1
0,55,1,1
0,56,1,0
0,57,22,1
0,58,31,0
0,59,31,0
0,60,31,1
0,61,31,0
0,62,31,1
0,63,31,1
1,0,4,0
1,1,8,0
1,2,4,1
1,3,5,1
1,4,4,0
1,5,5,0
1,6,4,1
1,7,5,1
1,8,4,1
1,9,5,1
1,10,4,1
1,11,9,1
1,12,4,1
1,13,9,1
1,14,4,1
1,15,7,1
1,16,4,1
1,17,7,1
1,18,10,1
1,19,10,0
1,20,10,1
1,21,10,1
1,22,10,1
1,23,12,1
1,24,13,1
1,25,14,1
1,26,12,1
1,27,13,1
1,28,14,1
1,29,6,1
1,30,9,1
1,31,6,1
1,32,9,1
1,33,4,1
1,34,15,1
1,35,4,1
1,36,16,1
1,37,17,0
1,38,17,1
1,39,17,1
1,40,17,1
1,41,4,0
1,42,8,0
1,43,4,1
1,44,8,1
1,45,4,1
1,46,8,1
1,47,4,1
1,48,8,1
1,49,4,0
1,50,5,0
1,51,4,1
1,52,5,1
1,53,4,0
1,54,5,0
1,55,4,1
1,56,9,1
1,57,4,1
1,58,9,1
1,59,18,1
1,60,24,1
1,61,21,0
1,62,21,0
1,63,21,1
1,64,21,1
1,65,21,1
1,66,24,0
1,67,24,0
1,68,24,0
1,69,24,1
1,70,24,1
1,71,19,1
1,72,23,1
1,73,22,0
1,74,23,0
1,75,22,0
1,76,23,0
1,77,25,1
1,78,23,1
1,79,25,1
1,80,23,1
1,81,25,1
1,82,23,1
1,83,22,0
1,84,23,0
1,85,22,1
1,86,23,1
1,87,25,0
1,88,23,0
1,89,22,1
1,90,23,1
1,91,22,1
1,92,23,1
1,93,20,1
1,94,18,1
1,95,24,0
1,96,24,0
1,97,24,1
1,98,24,1
1,99,24,1
1,100,24,1
1,101,22,1
1,102,22,1
1,103,22,1
1,104,22,1
1,105,22,1
1,106,37,1
1,107,34,1
1,108,34,1
1,109,34,1
1,110,34,0
1,111,34,1
1,112,34,1
1,113,34,1
1,114,34,0
1,115,34,1
1,116,34,1
1,117,34,1
1,118,34,1
1,119,80,0
1,120,90,0
1,121,80,1
1,122,36,1
1,123,80,1
1,124,80,1
1,125,36,1
1,126,35,1
1,127,74,0
1,128,74,1
1,129,74,0
1,130,74,1
1,131,74,1
1,132,74,1
1,133,60,0
1,134,60,0
1,135,60,1
1,136,60,1
1,137,60,0
1,138,60,1
1,139,60,1
1,140,21,1
1,141,21,0
1,142,21,1
1,143,21,1
1,144,21,0
1,145,21,1
1,146,59,1
1,147,41,0
1,148,41,0
1,149,41,0
1,150,41,1
1,151,41,1
1,152,41,0
1,153,41,1
1,154,41,1
1,155,41,1
1,156,55,0
1,157,55,1
1,158,55,1
1,159,55,1
1,160,55,0
1,161,55,1
1,162,55,1
1,163,55,1
1,164,55,1
1,165,55,1
1,166,21,1
1,167,21,1
1,168,20,0
1,169,20,1
1,170,20,0
1,171,20,1
1,172,20,0
1,173,20,0
1,174,20,0
1,175,69,1
1,176,22,0
1,177,23,0
1,178,25,1
1,179,23,1
1,180,21,0
1,181,21,1
1,182,20,1
1,183,69,1
1,184,69,1
1,185,69,1
1,186,19,1
1,187,19,0
1,188,19,0
1,189,19,0
1,190,19,1
1,191,19,1
1,192,19,0
1,193,19,1
1,194,21,1
1,195,37,1
1,196,30,1
1,197,37,1
1,198,37,1
1,199,30,1
1,200,30,1
1,201,30,1
1,202,30,1
1,203,30,1
1,204,30,1
1,205,33,1
1,206,33,0
1,207,33,1
1,208,33,1
1,209,33,1
1,210,33,1
1,211,62,1
1,212,44,1
1,213,33,0
1,214,62,0
1,215,44,0
1,216,33,1
1,217,62,1
1,218,44,1
1,219,33,0
1,220,62,0
1,221,44,0
1,222,40,1
1,223,27,0
1,224,27,0
1,225,27,1
1,226,27,1
1,227,27,1
1,228,27,1
1,229,40,1
1,230,40,0
1,231,40,1
1,232,40,1
1,233,40,0
1,234,40,0
1,235,44,1
1,236,44,0
1,237,44,1
1,238,44,1
1,239,44,1
1,240,44,1
1,241,44,1
1,242,35,1
1,243,73,1
1,244,14,1
2,0,18,1
3,0,19,1
3,1,21,1
3,2,18,1
3,3,20,1
3,4,19,1
3,5,19,1
3,6,19,1
3,7,18,1
3,8,19,1
3,9,18,1
3,10,22,1
3,11,23,1
3,12,23,1
3,13,25,1
3,14,23,1
3,15,23,1
3,16,23,1
3,17,40,0
3,18,40,0
3,19,40,0
3,20,40,1
3,21,40,1
3,22,23,1
3,23,40,1
3,24,27,1
3,25,24,1
3,26,24,1
3,27,60,0
3,28,60,1
3,29,60,1
3,30,19,1
3,31,60,1
3,32,60,1
3,33,46,1
3,34,46,1
3,35,46,1
3,36,26,1
3,37,26,1
3,38,26,0
3,39,26,0
3,40,26,0
3,41,26,1
3,42,26,1
3,43,26,1
3,44,26,1
3,45,26,1
3,46,26,1
4,0,20,1
4,1,19,1
4,2,19,1
4,3,20,1
4,4,19,1
4,5,21,1
4,6,19,1
4,7,21,1
4,8,18,1
4,9,20,1
4,10,25,1
4,11,23,1
4,12,25,1
4,13,23,1
4,14,23,1
4,15,60,1
4,16,60,1
4,17,60,1
4,18,60,1
4,19,19,0
4,20,60,1
4,21,60,0
4,22,60,0
4,23,24,0
4,24,60,1
4,25,19,1
4,26,24,1
4,27,60,0
4,28,60,0
4,29,24,1
4,30,26,0
4,31,26,0
4,32,26,1
4,33,26,0
4,34,26,1
4,35,26,1
4,36,26,0
4,37,26,1
4,38,26,0
4,39,26,1
4,40,26,1
4,41,26,1
4,42,26,1
4,43,26,1
4,44,26,1
5,0,21,1
5,1,18,1
5,2,21,1
5,3,21,1
5,4,19,0
5,5,21,1
5,6,20,1
5,7,19,1
5,8,21,1
5,9,18,1
5,10,23,1
5,11,23,1
5,12,23,1
5,13,23,1
5,14,25,0
5,15,23,0
5,16,25,0
5,17,23,0
5,18,22,0
5,19,23,0
5,20,21,1
5,21,18,1
5,22,19,1
5,23,19,1
5,24,22,1
5,25,23,1
5,26,22,1
5,27,23,1
5,28,25,0
5,29,23,0
5,30,25,1
5,31,23,1
5,32,23,1
5,33,22,1
5,34,23,1
5,35,25,1
5,36,23,1
5,37,22,1
5,38,23,1
5,39,60,1
5,40,60,1
5,41,60,1
5,42,19,0
5,43,19,1
5,44,24,0
5,45,19,1
5,46,60,1
5,47,19,1
5,48,60,0
5,49,60,1
5,50,60,1
5,51,19,1
5,52,24,1
5,53,19,1
5,54,23,0
5,55,23,1
5,56,40,1
5,57,40,0
5,58,40,1
5,59,40,1
5,60,40,0
5,61,23,1
5,62,40,1
5,63,40,0
5,64,40,1
5,65,40,1
5,66,40,1
5,67,23,0
5,68,40,1
5,69,40,1
5,70,40,1
5,71,40,1
5,72,23,0
5,73,27,1
5,74,40,1
5,75,40,1
6,0,18,0
6,1,21,1
6,2,19,1
6,3,18,0
6,4,19,0
6,5,21,1
6,6,21,1
6,7,19,1
6,8,19,1
6,9,19,1
6,10,21,1
6,11,20,1
6,12,18,1
6,13,19,0
6,14,18,0
6,15,23,1
6,16,25,1
6,17,23,1
6,18,22,1
6,19,23,1
6,20,22,1
6,21,23,1
6,22,25,1
6,23,23,1
6,24,19,1
6,25,21,1
6,26,21,1
6,27,19,1
6,28,24,1
6,29,60,1
6,30,19,1
6,31,24,1
6,32,24,1
6,33,46,1
6,34,46,0
6,35,46,1
6,36,46,1
7,0,20,0
7,1,18,1
7,2,21,1
7,3,19,1
7,4,21,1
7,5,20,0
7,6,20,1
7,7,21,1
7,8,18,0
7,9,20,1
7,10,19,1
7,11,20,1
7,12,20,1
7,13,20,1
7,14,23,1
7,15,22,0
7,16,23,0
7,17,22,0
7,18,23,0
7,19,25,1
7,20,23,1
7,21,23,1
7,22,25,1
7,23,23,1
7,24,40,1
7,25,23,1
7,26,23,1
7,27,40,0
7,28,40,1
7,29,40,0
7,30,40,1
7,31,40,1
7,32,40,1
7,33,27,1
7,34,23,0
7,35,40,0
7,36,40,1
7,37,27,1
7,38,40,1
7,39,40,1
7,40,40,1
7,41,60,1
7,42,60,1
7,43,24,1
7,44,19,1
7,45,24,1
7,46,46,0
7,47,46,0
7,48,46,0
7,49,46,0
7,50,46,0
7,51,46,1
7,52,26,1
7,53,26,0
7,54,26,0
7,55,26,0
7,56,26,0
7,57,26,1
7,58,26,1
7,59,26,0
7,60,26,1
7,61,26,1
7,62,26,1
7,63,26,0
8,0,19,0
8,1,19,0
8,2,21,1
8,3,21,1
8,4,19,1
8,5,19,1
8,6,20,1
8,7,25,1
8,8,23,1
8,9,25,1
8,10,23,1
8,11,22,1
8,12,23,1
8,13,22,1
8,14,23,1
8,15,25,1
8,16,23,1
8,17,21,1
8,18,19,1
8,19,19,1
8,20,18,1
8,21,20,1
8,22,40,0
8,23,40,0
8,24,40,1
8,25,40,0
8,26,40,1
8,27,40,0
8,28,23,1
8,29,40,1
8,30,40,1
8,31,23,1
8,32,27,1
8,33,24,1
8,34,19,0
8,35,19,1
8,36,19,1
8,37,24,1
8,38,60,1
8,39,60,1
8,40,46,0
8,41,46,1
8,42,46,1
8,43,26,1
8,44,26,1
8,45,26,1
8,46,26,1
8,47,26,1
9,0,18,0
9,1,18,0
9,2,19,1
9,3,19,1
9,4,21,1
9,5,20,0
9,6,18,0
9,7,23,1
9,8,23,1
9,9,22,1
9,10,23,1
9,11,22,1
9,12,23,1
9,13,23,1
9,14,21,1
9,15,18,1
9,16,20,1
9,17,40,1
9,18,40,0
9,19,40,0
9,20,23,0
9,21,23,0
9,22,23,0
9,23,40,0
9,24,40,0
9,25,40,0
9,26,40,1
9,27,40,0
9,28,27,1
9,29,40,0
9,30,40,0
9,31,40,1
9,32,40,0
9,33,40,0
9,34,40,0
9,35,40,1
9,36,40,0
9,37,40,1
9,38,27,1
9,39,40,1
9,40,27,1
9,41,60,1
9,42,60,1
9,43,24,1
9,44,24,1
9,45,24,1
9,46,26,1
9,47,26,1
9,48,26,0
9,49,26,1
9,50,26,0
9,51,26,1
9,52,26,1
9,53,26,1
9,54,26,1
9,55,26,1
10,0,20,0
10,1,19,0
10,2,21,1
10,3,21,1
10,4,20,1
10,5,19,1
10,6,18,1
10,7,23,1
10,8,22,1
10,9,23,1
10,10,22,1
10,11,23,1
10,12,25,1
10,13,23,1
10,14,23,1
10,15,40,0
10,16,23,1
10,17,40,0
10,18,40,1
10,19,40,1
10,20,40,0
10,21,23,0
10,22,40,1
10,23,40,0
10,24,40,0
10,25,40,0
10,26,40,1
10,27,40,1
10,28,27,1
10,29,40,1
10,30,23,1
10,31,23,1
10,32,23,0
10,33,40,0
10,34,40,1
10,35,40,1
10,36,40,0
10,37,19,1
10,38,60,0
10,39,20,1
10,40,19,1
10,41,18,0
10,42,18,1
10,43,20,1
10,44,18,0
10,45,19,1
10,46,24,1
10,47,60,0
10,48,60,1
10,49,19,0
10,50,19,1
10,51,24,0
10,52,24,1
10,53,60,1
10,54,24,0
10,55,19,0
10,56,19,1
10,57,60,1
10,58,24,0
10,59,60,0
10,60,60,1
10,61,24,0
11,0,21,0
11,1,20,0
11,2,19,1
11,3,18,1
11,4,19,0
11,5,18,0
11,6,19,0
11,7,22,1
11,8,23,1
11,9,22,1
11,10,23,1
11,11,23,1
11,12,25,1
11,13,23,1
11,14,23,1
11,15,60,1
11,16,24,1
11,17,60,1
11,18,60,1
